,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
,"(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(0,)","(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)"
index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"(0,)",(0.0048290433551917995-0.019831365874818763j),(0.004982374157402205-0.02045027840956331j),(0.025034360541284058-0.017553092203897464j),(0.025730757103826395+0.010746132084733111j),(0.004366986864636245+0.02542602821967886j),(-0.008360169370482923+0.01319622049722918j),(-0.008329459780000655+0.013214714870454105j),(0.004439690625686318+0.025413703508226013j),(0.025767637255289577+0.010659942622886701j),(0.024964449234262994-0.01765664920753015j),(-0.003456763509312021+0.004040119695446093j),(0.0007165882513161487+0.005287899642397246j),(0.005676910211908569+0.0054025313573750015j),(0.002962829084726055-0.007083455689294929j),(-0.006105338511570139-0.0023126480197835676j),(-0.002836052430549478+0.0027400275921206315j),(-0.0024403753751980326+0.003228237506133786j),(-0.006756997081290822-0.000939638342846627j),(0.00025800087463981303-0.008907964717162254j),(0.01887822617156862+0.001320620722863718j),(0.0048290433551917995-0.019831365874818763j),(0.005221056712592629-0.020364405049084433j),(-0.017306605362967832-0.03193956013488766j),(-0.04292326588788753-0.002191418300346698j),(-0.029915284054421842+0.04685505625690835j),(0.009156711843895406+0.047472532957465674j),(0.010750268622551813+0.04791385739107653j),(-0.029222291408259056+0.047514328546501665j),(-0.042993387677582776-0.0018352915852828007j),(-0.017500891714348613-0.03186188324402682j)
1,"(1,)",(0.005221056712592629-0.020364405049084433j),(0.005215656044896755-0.02106050390978234j),(0.025866600259795106-0.01799881949536244j),(0.02647728711331769+0.011182007740317157j),(0.0043895964155153564+0.02622794467228485j),(-0.008681171318784386+0.01356150959440195j),(-0.008712666361917898+0.013542047494714335j),(0.004314384559188017+0.02623977772799573j),(0.02643811680031734+0.011270459226103188j),(0.025937216239082756-0.017891094971622775j),(0.0007165882513161487+0.005287899642397246j),(-0.004620911422207825+0.0018185749658558928j),(-0.0010345682954880425+0.0026002281195719712j),(7.2669732575601e-05-0.009288920173770405j),(-0.007027611783362474-0.0008795936331861576j),(-0.00249341879908673+0.0033828295042135003j),(-0.0029165906605389236+0.002885737020018266j),(-0.006394335581943236-0.002324122844230462j),(0.0029905180079342077-0.00750542265201943j),(0.0026214182634860107+0.0030513579421157246j),(0.004982374157402205-0.02045027840956331j),(0.005215656044896755-0.02106050390978234j),(-0.01817633518697318-0.032806902233967435j),(-0.04436650151196489-0.0017741952563504163j),(-0.030156769546668558+0.04901313688957412j),(0.010705558020102916+0.049313037315032185j),(0.009203140177458135+0.04885858340573463j),(-0.03084919343249666+0.04833354326201003j),(-0.044292757417229496-0.002141890875924363j),(-0.017975185198784983-0.0328873507512936j)
1,"(2,)",(-0.017306605362967832-0.03193956013488766j),(-0.01817633518697318-0.032806902233967435j),(0.011548525341170627-0.05238359723829384j),(0.0454370762037669-0.016133879074184634j),(0.034689296444338776+0.02733232544572657j),(0.0043895964155153434+0.026227944672284863j),(0.0043143845591880085+0.026239777727995735j),(0.03458660531523891+0.027454183686445185j),(0.0454994158862669-0.015934091110855458j),(0.011831394331236951-0.052307184139750613j),(0.005676910211908569+0.0054025313573750015j),(-0.0010345682954880425+0.0026002281195719712j),(-0.008053375118797251+0.0015601377814156432j),(-0.0010403163057739896+0.0026082287812900355j),(-0.004486181514943874-0.012019880838145687j),(-0.007027611783362437-0.0008795936331864162j),(-0.006394335581943201-0.0023241228442305788j),(-8.270143253129226e-05-0.011193352127723431j),(0.007304298992843+0.00014879643675207011j),(0.013560654009482455+0.027022607891157603j),(0.025034360541284058-0.017553092203897464j),(0.025866600259795106-0.01799881949536244j),(0.011548525341170627-0.05238359723829384j),(-0.04423569720925128-0.042649703504505795j),(-0.07140416764547987+0.020028118071465553j),(-0.030156769546668565+0.04901313688957414j),(-0.030849193432496685+0.04833354326201002j),(-0.07158210553652683+0.019154273267945155j),(-0.04390025038395924-0.042959201280231375j),(0.011831394331236927-0.05230718413975063j)
1,"(3,)",(-0.04292326588788753-0.002191418300346698j),(-0.04436650151196489-0.0017741952563504163j),(-0.04423569720925128-0.042649703504505795j),(0.011548525341170634-0.05238359723829387j),(0.04543707620376689-0.016133879074184645j),(0.0264772871133177+0.011182007740317183j),(0.02643811680031734+0.011270459226103192j),(0.04549941588626688-0.01593409111085547j),(0.011831394331236934-0.05230718413975066j),(-0.04390025038395921-0.04295920128023137j),(0.002962829084726055-0.007083455689294929j),(7.2669732575601e-05-0.009288920173770405j),(-0.0010403163057739896+0.0026082287812900355j),(-0.00805337511879725+0.0015601377814156421j),(-0.0010403163057739859+0.0026082287812900394j),(7.266973257576167e-05-0.009288920173770402j),(0.0029905180079340737-0.007505422652019495j),(0.007304298992842978+0.0001487964367518331j),(0.013560654009482462+0.027022607891157575j),(0.007304298992842946+0.00014879643675232574j),(0.025730757103826395+0.010746132084733111j),(0.02647728711331769+0.011182007740317157j),(0.0454370762037669-0.016133879074184634j),(0.011548525341170634-0.05238359723829387j),(-0.04423569720925129-0.0426497035045058j),(-0.044366501511964924-0.0017741952563504213j),(-0.0442927574172295-0.002141890875924374j),(-0.04390025038395925-0.04295920128023137j),(0.011831394331236951-0.052307184139750655j),(0.04549941588626688-0.015934091110855465j)
1,"(4,)",(-0.029915284054421842+0.04685505625690835j),(-0.030156769546668558+0.04901313688957412j),(-0.07140416764547987+0.020028118071465553j),(-0.04423569720925129-0.0426497035045058j),(0.011548525341170644-0.05238359723829385j),(0.025866600259795137-0.017998819495362434j),(0.025937216239082763-0.017891094971622785j),(0.011831394331236941-0.05230718413975064j),(-0.04390025038395925-0.04295920128023138j),(-0.07158210553652684+0.019154273267945138j),(-0.006105338511570139-0.0023126480197835676j),(-0.007027611783362474-0.0008795936331861576j),(-0.004486181514943874-0.012019880838145687j),(-0.0010403163057739859+0.0026082287812900394j),(-0.00805337511879725+0.001560137781415644j),(-0.0010345682954880438+0.0026002281195719712j),(0.0026214182634858164+0.0030513579421160755j),(0.013560654009482457+0.027022607891157544j),(0.007304298992842997+0.00014879643675158632j),(-8.27014325309129e-05-0.011193352127723445j),(0.004366986864636245+0.02542602821967886j),(0.0043895964155153564+0.02622794467228485j),(0.034689296444338776+0.02733232544572657j),(0.04543707620376689-0.016133879074184645j),(0.011548525341170644-0.05238359723829385j),(-0.018176335186973185-0.03280690223396746j),(-0.017975185198784965-0.03288735075129362j),(0.011831394331236948-0.05230718413975063j),(0.045499415886266895-0.015934091110855447j),(0.03458660531523891+0.02745418368644518j)
1,"(5,)",(0.009156711843895406+0.047472532957465674j),(0.010705558020102916+0.049313037315032185j),(-0.030156769546668565+0.04901313688957414j),(-0.044366501511964924-0.0017741952563504213j),(-0.018176335186973185-0.03280690223396746j),(0.005215656044896781-0.021060503909782355j),(0.005301204638670878-0.02102988869504669j),(-0.017975185198784997-0.032887350751293634j),(-0.04429275741722951-0.0021418908759243648j),(-0.030849193432496702+0.048333543262010045j),(-0.002836052430549478+0.0027400275921206315j),(-0.00249341879908673+0.0033828295042135003j),(-0.007027611783362437-0.0008795936331864162j),(7.266973257576167e-05-0.009288920173770402j),(-0.0010345682954880438+0.0026002281195719712j),(-0.004620911422207818+0.0018185749658558732j),(0.0008043234889692469+0.0053653021039530135j),(0.002621418263485738+0.0030513579421160993j),(0.002990518007934071-0.007505422652019485j),(-0.006394335581943126-0.002324122844230854j),(-0.008360169370482923+0.01319622049722918j),(-0.008681171318784386+0.01356150959440195j),(0.0043895964155153434+0.026227944672284863j),(0.0264772871133177+0.011182007740317183j),(0.025866600259795137-0.017998819495362434j),(0.005215656044896781-0.021060503909782355j),(0.005301204638670898-0.021029888695046677j),(0.025937216239082784-0.017891094971622785j),(0.026438116800317348+0.01127045922610322j),(0.00431438455918799+0.026239777727995746j)
1,"(6,)",(0.010750268622551813+0.04791385739107653j),(0.009203140177458135+0.04885858340573463j),(-0.030849193432496685+0.04833354326201002j),(-0.0442927574172295-0.002141890875924374j),(-0.017975185198784965-0.03288735075129362j),(0.005301204638670898-0.021029888695046677j),(0.0052156560448967685-0.02106050390978235j),(-0.01817633518697318-0.032806902233967455j),(-0.0443665015119649-0.0017741952563504323j),(-0.030156769546668592+0.0490131368895741j),(-0.0024403753751980326+0.003228237506133786j),(-0.0029165906605389236+0.002885737020018266j),(-0.006394335581943201-0.0023241228442305788j),(0.0029905180079340737-0.007505422652019495j),(0.0026214182634858164+0.0030513579421160755j),(0.0008043234889692469+0.0053653021039530135j),(-0.0046209114222078105+0.0018185749658558674j),(-0.0010345682954880427+0.002600228119571979j),(7.266973257545575e-05-0.009288920173770358j),(-0.00702761178336239-0.0008795936331865783j),(-0.008329459780000655+0.013214714870454105j),(-0.008712666361917898+0.013542047494714335j),(0.0043143845591880085+0.026239777727995735j),(0.02643811680031734+0.011270459226103192j),(0.025937216239082763-0.017891094971622785j),(0.005301204638670878-0.02102988869504669j),(0.0052156560448967685-0.02106050390978235j),(0.025866600259795126-0.017998819495362445j),(0.026477287113317694+0.011182007740317175j),(0.004389596415515354+0.02622794467228485j)
1,"(7,)",(-0.029222291408259056+0.047514328546501665j),(-0.03084919343249666+0.04833354326201003j),(-0.07158210553652683+0.019154273267945155j),(-0.04390025038395925-0.04295920128023137j),(0.011831394331236948-0.05230718413975063j),(0.025937216239082784-0.017891094971622785j),(0.025866600259795126-0.017998819495362445j),(0.011548525341170639-0.05238359723829387j),(-0.044235697209251294-0.042649703504505816j),(-0.07140416764547988+0.020028118071465525j),(-0.006756997081290822-0.000939638342846627j),(-0.006394335581943236-0.002324122844230462j),(-8.270143253129226e-05-0.011193352127723431j),(0.007304298992842978+0.0001487964367518331j),(0.013560654009482457+0.027022607891157544j),(0.002621418263485738+0.0030513579421160993j),(-0.0010345682954880427+0.002600228119571979j),(-0.008053375118797246+0.0015601377814156389j),(-0.0010403163057739846+0.002608228781290042j),(-0.004486181514943327-0.012019880838145817j),(0.004439690625686318+0.025413703508226013j),(0.004314384559188017+0.02623977772799573j),(0.03458660531523891+0.027454183686445185j),(0.04549941588626688-0.01593409111085547j),(0.011831394331236941-0.05230718413975064j),(-0.017975185198784997-0.032887350751293634j),(-0.01817633518697318-0.032806902233967455j),(0.011548525341170639-0.05238359723829387j),(0.045437076203766906-0.01613387907418465j),(0.03468929644433878+0.027332325445726554j)
1,"(8,)",(-0.042993387677582776-0.0018352915852828007j),(-0.044292757417229496-0.002141890875924363j),(-0.04390025038395924-0.042959201280231375j),(0.011831394331236951-0.052307184139750655j),(0.045499415886266895-0.015934091110855447j),(0.026438116800317348+0.01127045922610322j),(0.026477287113317694+0.011182007740317175j),(0.045437076203766906-0.01613387907418465j),(0.011548525341170655-0.05238359723829388j),(-0.04423569720925125-0.04264970350450582j),(0.00025800087463981303-0.008907964717162254j),(0.0029905180079342077-0.00750542265201943j),(0.007304298992843+0.00014879643675207011j),(0.013560654009482462+0.027022607891157575j),(0.007304298992842997+0.00014879643675158632j),(0.002990518007934071-0.007505422652019485j),(7.266973257545575e-05-0.009288920173770358j),(-0.0010403163057739846+0.002608228781290042j),(-0.00805337511879725+0.0015601377814156436j),(-0.001040316305773993+0.002608228781290036j),(0.025767637255289577+0.010659942622886701j),(0.02643811680031734+0.011270459226103188j),(0.0454994158862669-0.015934091110855458j),(0.011831394331236934-0.05230718413975066j),(-0.04390025038395925-0.04295920128023138j),(-0.04429275741722951-0.0021418908759243648j),(-0.0443665015119649-0.0017741952563504323j),(-0.044235697209251294-0.042649703504505816j),(0.011548525341170655-0.05238359723829388j),(0.045437076203766906-0.016133879074184645j)
1,"(9,)",(-0.017500891714348613-0.03186188324402682j),(-0.017975185198784983-0.0328873507512936j),(0.011831394331236927-0.05230718413975063j),(0.04549941588626688-0.015934091110855465j),(0.03458660531523891+0.02745418368644518j),(0.00431438455918799+0.026239777727995746j),(0.004389596415515354+0.02622794467228485j),(0.03468929644433878+0.027332325445726554j),(0.045437076203766906-0.016133879074184645j),(0.011548525341170658-0.05238359723829386j),(0.01887822617156862+0.001320620722863718j),(0.0026214182634860107+0.0030513579421157246j),(0.013560654009482455+0.027022607891157603j),(0.007304298992842946+0.00014879643675232574j),(-8.27014325309129e-05-0.011193352127723445j),(-0.006394335581943126-0.002324122844230854j),(-0.00702761178336239-0.0008795936331865783j),(-0.004486181514943327-0.012019880838145817j),(-0.001040316305773993+0.002608228781290036j),(-0.008053375118797253+0.0015601377814156425j),(0.024964449234262994-0.01765664920753015j),(0.025937216239082756-0.017891094971622775j),(0.011831394331236951-0.052307184139750613j),(-0.04390025038395921-0.04295920128023137j),(-0.07158210553652684+0.019154273267945138j),(-0.030849193432496702+0.048333543262010045j),(-0.030156769546668592+0.0490131368895741j),(-0.07140416764547988+0.020028118071465525j),(-0.04423569720925125-0.04264970350450582j),(0.011548525341170658-0.05238359723829386j)
2,"(0,)",(-0.014027877798690677+0.0034699937444962656j),(-0.0144574961401953+0.003620984261361466j),(-0.01997249728053025-0.010293135803294584j),(-0.0019739968269422495-0.021241660788368744j),(0.01605945789647819-0.012505007836200925j),(0.01252382444418464+0.000867276668398433j),(0.012524345883488506+0.0008488721488137843j),(0.016037115786933363-0.012532953776316927j),(-0.002015042969029446-0.021237417001583485j),(-0.01999431484031567-0.010250024082312402j),(0.0048290433551917995-0.019831365874818763j),(0.004982374157402205-0.02045027840956331j),(0.025034360541284058-0.017553092203897464j),(0.025730757103826395+0.010746132084733111j),(0.004366986864636245+0.02542602821967886j),(-0.008360169370482923+0.01319622049722918j),(-0.008329459780000655+0.013214714870454105j),(0.004439690625686318+0.025413703508226013j),(0.025767637255289577+0.010659942622886701j),(0.024964449234262994-0.01765664920753015j),(-0.003456763509312021+0.004040119695446093j),(0.0007165882513161487+0.005287899642397246j),(0.005676910211908569+0.0054025313573750015j),(0.002962829084726055-0.007083455689294929j),(-0.006105338511570139-0.0023126480197835676j),(-0.002836052430549478+0.0027400275921206315j),(-0.0024403753751980326+0.003228237506133786j),(-0.006756997081290822-0.000939638342846627j),(0.00025800087463981303-0.008907964717162254j),(0.01887822617156862+0.001320620722863718j)
